mouse_id,day,a,b,V0,V_true,V_obs
1,0,1.282025640847746,0.09582919684290622,54.96714153011233,54.96714153011233,52.22716243640664
1,7,1.282025640847746,0.09582919684290622,54.96714153011233,183.7618503130676,182.69109875951168
1,14,1.282025640847746,0.09582919684290622,54.96714153011233,426.15417232554046,430.3399447571974
1,21,1.282025640847746,0.09582919684290622,54.96714153011233,698.51816079919,696.9123656056615
1,28,1.282025640847746,0.09582919684290622,54.96714153011233,988.2891112071854,980.3609826733375
1,35,1.282025640847746,0.09582919684290622,54.96714153011233,1171.1740757984992,1176.874415030975
1,42,1.282025640847746,0.09582919684290622,54.96714153011233,1263.2621411070672,1259.076690438992
1,49,1.282025640847746,0.09582919684290622,54.96714153011233,1292.2826722078382,1291.9890700723151
1,56,1.282025640847746,0.09582919684290622,54.96714153011233,1453.36991319154,1455.6025957262436
2,0,1.442243341177792,0.09431102829053482,51.99610418402783,51.99610418402783,49.38983014974718
2,7,1.442243341177792,0.09431102829053482,51.99610418402783,204.91096416777864,208.0030002464993
2,14,1.442243341177792,0.09431102829053482,51.99610418402783,477.9729519744048,474.3356823507892
2,21,1.442243341177792,0.09431102829053482,51.99610418402783,781.6996762614239,784.890596465065
2,28,1.442243341177792,0.09431102829053482,51.99610418402783,1244.773271817579,1245.8369024235378
2,35,1.442243341177792,0.09431102829053482,51.99610418402783,1556.741484406216,1553.7598609607564
2,42,1.442243341177792,0.09431102829053482,51.99610418402783,1778.0774553794843,1780.720629456157
2,49,1.442243341177792,0.09431102829053482,51.99610418402783,1891.2716408380331,1894.0045894664763
2,56,1.442243341177792,0.09431102829053482,51.99610418402783,2137.6445684219716,2143.432166451021
3,0,1.3638656226944168,0.07985168143912114,59.66147012409296,59.66147012409296,57.84945795565256
3,7,1.3638656226944168,0.07985168143912114,59.66147012409296,239.04182975773782,237.88243988243164
3,14,1.3638656226944168,0.07985168143912114,59.66147012409296,548.8484097539625,544.0483571430234
3,21,1.3638656226944168,0.07985168143912114,59.66147012409296,967.6225676127508,971.8527926571978
3,28,1.3638656226944168,0.07985168143912114,59.66147012409296,1420.037317053585,1411.3298587705144
3,35,1.3638656226944168,0.07985168143912114,59.66147012409296,1909.8598825265829,1914.7153242184938
